tactic,technique_id,technique,audit_category,audit_sub_category,event_id,message
Command And Control,T1568.002,Domain Generation Algorithms,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1568.002,Domain Generation Algorithms,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1568.002,Domain Generation Algorithms,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1568.002,Domain Generation Algorithms,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Command And Control,T1571,Non-Standard Port,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1571,Non-Standard Port,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1571,Non-Standard Port,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1571,Non-Standard Port,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1571,Non-Standard Port,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1571,Non-Standard Port,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1571,Non-Standard Port,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Command And Control,T1572,Protocol Tunneling,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Command And Control,T1572,Protocol Tunneling,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Command And Control,T1572,Protocol Tunneling,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Command And Control,T1572,Protocol Tunneling,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Command And Control,T1572,Protocol Tunneling,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Command And Control,T1572,Protocol Tunneling,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Command And Control,T1572,Protocol Tunneling,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Collection,T1602,Data from Configuration Repository,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Collection,T1602,Data from Configuration Repository,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Collection,T1602,Data from Configuration Repository,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Collection,T1602,Data from Configuration Repository,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Collection,T1602,Data from Configuration Repository,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Collection,T1602,Data from Configuration Repository,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Collection,T1602,Data from Configuration Repository,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Collection,T1602.001,SNMP (MIB Dump),Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Collection,T1602.001,SNMP (MIB Dump),Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Collection,T1602.001,SNMP (MIB Dump),Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Collection,T1602.001,SNMP (MIB Dump),Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Collection,T1602.001,SNMP (MIB Dump),Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Collection,T1602.001,SNMP (MIB Dump),Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Collection,T1602.001,SNMP (MIB Dump),Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Collection,T1602.002,Network Device Configuration Dump,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Collection,T1602.002,Network Device Configuration Dump,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Collection,T1602.002,Network Device Configuration Dump,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Collection,T1602.002,Network Device Configuration Dump,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Collection,T1602.002,Network Device Configuration Dump,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Collection,T1602.002,Network Device Configuration Dump,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Collection,T1602.002,Network Device Configuration Dump,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Defense Evasion,T1612,Build Image on Host,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Defense Evasion,T1612,Build Image on Host,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Defense Evasion,T1612,Build Image on Host,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
